0.00041805 	-0.0254 	0 	-6.79079 	0 	0 	0
0.00119649 	-0.0254 	0 	-6.7907 	0 	0 	0
0.00197494 	-0.0254 	0 	-6.7916 	0 	0 	0
0.00275338 	-0.0254 	0 	-6.79342 	0 	0 	0
0.00353183 	-0.0254 	0 	-6.79582 	0 	0 	0
0.00431028 	-0.0254 	0 	-6.79854 	0 	0 	0
0.00508872 	-0.0254 	0 	-6.80145 	0 	0 	0
0.00586717 	-0.0254 	0 	-6.80453 	0 	0 	0
0.00664561 	-0.0254 	0 	-6.80779 	0 	0 	0
0.00742406 	-0.0254 	0 	-6.81127 	0 	0 	0
0.00820251 	-0.0254 	0 	-6.815 	0 	0 	0
0.00898095 	-0.0254 	0 	-6.81904 	0 	0 	0
0.0097594 	-0.0254 	0 	-6.82345 	0 	0 	0
0.0105378 	-0.0254 	0 	-6.82826 	0 	0 	0
0.0113163 	-0.0254 	0 	-6.83356 	0 	0 	0
0.0120947 	-0.0254 	0 	-6.83938 	0 	0 	0
0.0128732 	-0.0254 	0 	-6.84576 	0 	0 	0
0.0136516 	-0.0254 	0 	-6.85274 	0 	0 	0
0.0144301 	-0.0254 	0 	-6.86037 	0 	0 	0
0.0152085 	-0.0254 	0 	-6.86867 	0 	0 	0
0.015987 	-0.0254 	0 	-6.87771 	0 	0 	0
0.0167654 	-0.0254 	0 	-6.88747 	0 	0 	0
0.0175439 	-0.0254 	0 	-6.89802 	0 	0 	0
0.0183223 	-0.0254 	0 	-6.90939 	0 	0 	0
0.0191007 	-0.0254 	0 	-6.92156 	0 	0 	0
0.0198792 	-0.0254 	0 	-6.93457 	0 	0 	0
0.0206576 	-0.0254 	0 	-6.94844 	0 	0 	0
0.0214361 	-0.0254 	0 	-6.96315 	0 	0 	0
0.0222145 	-0.0254 	0 	-6.9787 	0 	0 	0
0.022993 	-0.0254 	0 	-6.9951 	0 	0 	0
0.0237714 	-0.0254 	0 	-7.01233 	0 	0 	0
0.0245499 	-0.0254 	0 	-7.03037 	0 	0 	0
0.0253283 	-0.0254 	0 	-7.04919 	0 	0 	0
0.0261068 	-0.0254 	0 	-7.06875 	0 	0 	0
0.0268852 	-0.0254 	0 	-7.08903 	0 	0 	0
0.0276637 	-0.0254 	0 	-7.10999 	0 	0 	0
0.0284421 	-0.0254 	0 	-7.1316 	0 	0 	0
0.0292206 	-0.0254 	0 	-7.15378 	0 	0 	0
0.029999 	-0.0254 	0 	-7.17649 	0 	0 	0
0.0307774 	-0.0254 	0 	-7.19967 	0 	0 	0
0.0315559 	-0.0254 	0 	-7.22327 	0 	0 	0
0.0323343 	-0.0254 	0 	-7.24723 	0 	0 	0
0.0331128 	-0.0254 	0 	-7.27146 	0 	0 	0
0.0338912 	-0.0254 	0 	-7.29593 	0 	0 	0
0.0346697 	-0.0254 	0 	-7.32055 	0 	0 	0
0.0354481 	-0.0254 	0 	-7.34524 	0 	0 	0
0.0362266 	-0.0254 	0 	-7.36996 	0 	0 	0
0.037005 	-0.0254 	0 	-7.39461 	0 	0 	0
0.0377835 	-0.0254 	0 	-7.41913 	0 	0 	0
0.0385619 	-0.0254 	0 	-7.44342 	0 	0 	0
0.0393404 	-0.0254 	0 	-7.46742 	0 	0 	0
0.0401188 	-0.0254 	0 	-7.49103 	0 	0 	0
0.0408972 	-0.0254 	0 	-7.51419 	0 	0 	0
0.0416757 	-0.0254 	0 	-7.53681 	0 	0 	0
0.0424541 	-0.0254 	0 	-7.55881 	0 	0 	0
0.0432326 	-0.0254 	0 	-7.58011 	0 	0 	0
0.044011 	-0.0254 	0 	-7.60057 	0 	0 	0
0.0447895 	-0.0254 	0 	-7.62016 	0 	0 	0
0.0455679 	-0.0254 	0 	-7.6388 	0 	0 	0
0.0463464 	-0.0254 	0 	-7.65639 	0 	0 	0
0.0471248 	-0.0254 	0 	-7.67282 	0 	0 	0
0.0479033 	-0.0254 	0 	-7.68799 	0 	0 	0
0.0486817 	-0.0254 	0 	-7.70187 	0 	0 	0
0.0494602 	-0.0254 	0 	-7.71438 	0 	0 	0
0.0502386 	-0.0254 	0 	-7.72532 	0 	0 	0
0.051017 	-0.0254 	0 	-7.73469 	0 	0 	0
0.0517955 	-0.0254 	0 	-7.74247 	0 	0 	0
0.0525739 	-0.0254 	0 	-7.74843 	0 	0 	0
0.0533524 	-0.0254 	0 	-7.75255 	0 	0 	0
0.0541308 	-0.0254 	0 	-7.75483 	0 	0 	0
0.0549093 	-0.0254 	0 	-7.75505 	0 	0 	0
0.0556877 	-0.0254 	0 	-7.7532 	0 	0 	0
0.0564662 	-0.0254 	0 	-7.74932 	0 	0 	0
0.0572446 	-0.0254 	0 	-7.74304 	0 	0 	0
0.0580231 	-0.0254 	0 	-7.73459 	0 	0 	0
0.0588015 	-0.0254 	0 	-7.72378 	0 	0 	0
0.0595799 	-0.0254 	0 	-7.71049 	0 	0 	0
