0.00041805 	-0.0254 	0 	-7.04829 	0 	0 	0
0.00119649 	-0.0254 	0 	-7.0481 	0 	0 	0
0.00197494 	-0.0254 	0 	-7.04843 	0 	0 	0
0.00275338 	-0.0254 	0 	-7.04947 	0 	0 	0
0.00353183 	-0.0254 	0 	-7.05111 	0 	0 	0
0.00431028 	-0.0254 	0 	-7.05307 	0 	0 	0
0.00508872 	-0.0254 	0 	-7.05521 	0 	0 	0
0.00586717 	-0.0254 	0 	-7.05743 	0 	0 	0
0.00664561 	-0.0254 	0 	-7.05973 	0 	0 	0
0.00742406 	-0.0254 	0 	-7.0622 	0 	0 	0
0.00820251 	-0.0254 	0 	-7.06484 	0 	0 	0
0.00898095 	-0.0254 	0 	-7.0677 	0 	0 	0
0.0097594 	-0.0254 	0 	-7.0709 	0 	0 	0
0.0105378 	-0.0254 	0 	-7.07443 	0 	0 	0
0.0113163 	-0.0254 	0 	-7.07836 	0 	0 	0
0.0120947 	-0.0254 	0 	-7.08279 	0 	0 	0
0.0128732 	-0.0254 	0 	-7.0878 	0 	0 	0
0.0136516 	-0.0254 	0 	-7.09341 	0 	0 	0
0.0144301 	-0.0254 	0 	-7.09969 	0 	0 	0
0.0152085 	-0.0254 	0 	-7.10676 	0 	0 	0
0.015987 	-0.0254 	0 	-7.11475 	0 	0 	0
0.0167654 	-0.0254 	0 	-7.12369 	0 	0 	0
0.0175439 	-0.0254 	0 	-7.13368 	0 	0 	0
0.0183223 	-0.0254 	0 	-7.14485 	0 	0 	0
0.0191007 	-0.0254 	0 	-7.1573 	0 	0 	0
0.0198792 	-0.0254 	0 	-7.17129 	0 	0 	0
0.0206576 	-0.0254 	0 	-7.18678 	0 	0 	0
0.0214361 	-0.0254 	0 	-7.20377 	0 	0 	0
0.0222145 	-0.0254 	0 	-7.22228 	0 	0 	0
0.022993 	-0.0254 	0 	-7.24229 	0 	0 	0
0.0237714 	-0.0254 	0 	-7.26374 	0 	0 	0
0.0245499 	-0.0254 	0 	-7.28656 	0 	0 	0
0.0253283 	-0.0254 	0 	-7.31065 	0 	0 	0
0.0261068 	-0.0254 	0 	-7.3359 	0 	0 	0
0.0268852 	-0.0254 	0 	-7.36221 	0 	0 	0
